"8117"	"Sag: Dies ist zu teuer"	"8117.wav"	"this is too expensive"	"this is too expensive"	"correct"	"correct"
"8119"	"Frag: Sandalen"	"8119.wav"	"i am looking for sandals"	"i am looking for sandals"	"correct"	"correct"
"8120"	"Frag: rote Sandalen"	"8120.wav"	"i would like red sandals"	"i would like red sandals"	"correct"	"correct"
"8121"	"Frag: Grösse 37"	"8121.wav"	"i need thirty seven"	"i need thirty seven"	"incorrect"	"correct"
"8122"	"Frag: Grösse 37"	"8122.wav"	"i am a thirty-seven"	"i am a thirty seven"	"correct"	"correct"
"8124"	"Frag: ein T-Shirt"	"8124.wav"	"i would like tee shirt"	"i would like tee shirt"	"incorrect"	"correct"
"8125"	"Frag: ein rotes T-Shirt"	"8125.wav"	"i would a red tee shirt"	"i would a red tee shirt"	"incorrect"	"correct"
"8126"	"Frag: eine S"	"8126.wav"	"i need a small"	"i need a small"	"correct"	"correct"
"8127"	"Sag: Dies ist zu gross"	"8127.wav"	"this is too big"	"this is too big"	"correct"	"correct"
"8130"	"Sag du möchtest nicht: dieses T-Shirt"	"8130.wav"	"i do not want this t-shirt"	"i do not want*z this t-shirt"	"correct"	"correct"
"8132"	"Sag, dass du es nicht möchtest"	"8132.wav"	"no i do not want this"	"no i do not want this"	"correct"	"correct"
"8134"	"Frag: ein Steak"	"8134.wav"	"i would like a steak"	"i would like a steak"	"correct"	"correct"
"8135"	"Frag: ein Steak"	"8135.wav"	"i want a steak"	"i want a steak"	"correct"	"correct"
"8137"	"Frag: mein Steak durchgebraten"	"8137.wav"	"i would like my steak well done"	"i would like my steak well*z done*z"	"correct"	"correct"
"8138"	"Frag: etwas Kartoffelstock"	"8138.wav"	"can i have mashed potato"	"can i have mashed*z potato"	"correct"	"correct"
"8139"	"Frag: Ich möchte die Dessertkarte"	"8139.wav"	"i would like the dessert card"	"i would like the dessert card"	"incorrect"	"correct"
"8142"	"Frag: ein Ticket zum Piccadilly Circus"	"8142.wav"	"i want a ticket to the piccadilly circus"	"i want a ticket to the piccadilly circus"	"incorrect"	"correct"
"8145"	"Sag: Ich möchte mit Visa bezahlen"	"8145.wav"	"i want pay by visa i want pay by visa"	"i want pay by visa i want*z pay by visa"	"incorrect"	"correct"
"8146"	"Sag: Ich möchte mit Visa bezahlen"	"8146.wav"	"can i pay by visa"	"can i pay by visa"	"correct"	"correct"
"8148"	"Sag: Ich möchte mit Euros bezahlen"	"8148.wav"	"can i pay with euros"	"can i pay with euros"	"correct"	"correct"
"8149"	"Frag: Zimmer für 7 Nächte"	"8149.wav"	"i need a hotel room for seven nights"	"i need a hotel room for seven nights"	"correct"	"correct"
"8152"	"Sag: Ich möchte mit Postkarte bezahlen"	"8152.wav"	"i want pay with the post card"	"i want pay with the post card"	"incorrect"	"correct"
"8153"	"Sag: Ich möchte mit Postkarte bezahlen"	"8153.wav"	"i want to pay with post card"	"i want to pay with the post card"	"incorrect"	"correct"
"8154"	"Frag: Gibt es einen Lebensmittelladen?"	"8154.wav"	"is there a grocery store"	"is there a grocery store"	"correct"	"correct"
"8155"	"Sag: Ich habe keine Reservation"	"8155.wav"	"i don't have any reservation"	"i don't have any reservation"	"correct"	"correct"
"8157"	"Sag: Ich habe keine Reservation"	"8157.wav"	"no i do not have a reservation"	"no i do not have a reservation"	"correct"	"correct"
"8159"	"Sag: Ich habe keine Reservation"	"8159.wav"	"i don't have a reservation"	"i don't have a reservation"	"correct"	"correct"
"8160"	"Sag: Ich habe keine Reservation"	"8160.wav"	"i don't have a reservation"	"i don't have a reservation"	"correct"	"correct"
"8161"	"Sag: Ich habe keine Reservation"	"8161.wav"	"have"	"have"	"incorrect"	"incorrect"
"8166"	"Frag: Junior Suite"	"8166.wav"	"junior suite"	"junior suite"	"correct"	"correct"
"8168"	"Frag: Gibt es ein Schwimmbad?"	"8168.wav"	"is there a swimming pool"	"is there a swimming pool"	"correct"	"correct"
"8169"	"Frag: Wo ist das Schwimmbad?"	"8169.wav"	"where is the swimming pool"	"where is the swimming pool"	"correct"	"correct"
"8170"	"Frag: 4 Tickets nach London"	"8170.wav"	"four tickets to london"	"four tickets to london"	"correct"	"correct"
"8172"	"Sag: Ich möchte um 20 Uhr morgen abreisen"	"8172.wav"	"i want to leave at eight o'clock tomorrow"	"i want to leave at eight o'clock tomorrow"	"correct"	"correct"
"8173"	"Sag: Ich möchte um 20 Uhr morgen abreisen"	"8173.wav"	"i want to leave at eight o'clock tomorrow"	"i want to leave at eight o'clock tomorrow"	"correct"	"correct"
"8174"	"Sag: Ich heisse Jack"	"8174.wav"	"my name is jack"	"my name is jack"	"correct"	"correct"
"8175"	"Sag: Ich bin aus Irland"	"8175.wav"	"i'm from ireland"	"i'm from ireland wazza"	"incorrect"	"correct"
"8177"	"Sag: Ich bin aus England"	"8177.wav"	"i am from england"	"i am from england"	"correct"	"correct"
"8178"	"Frag: ein Ticket zum Piccadilly Circus"	"8178.wav"	"i want a ticket to piccadilly circus"	"i want a ticket to piccadilly*z circus"	"correct"	"correct"
"8179"	"Sag: Ich habe keine Reservation"	"8179.wav"	"i don't have a reservation"	"i don't have a reservation"	"correct"	"correct"
"8180"	"Sag: Ich habe keine Reservation"	"8180.wav"	"no i do not have a reservation"	"no i do not have a reservation"	"correct"	"correct"
"8182"	"Frag: Suite"	"8182.wav"	"a suite"	"a suite"	"correct"	"correct"
"8184"	"Frag: Gibt es ein Hotelrestaurant?"	"8184.wav"	"is there a hotel restaurant"	"is there an hotel restaurant"	"correct"	"correct"
"8185"	"Frag: Wo ist das Hotelrestaurant?"	"8185.wav"	"where is the hotel restaurant"	"where is the hotel restaurant"	"correct"	"correct"
"8186"	"Sag: Mein Badezimmer ist dreckig"	"8186.wav"	"my bathroom is dirty"	"my bathroom is dirty"	"correct"	"correct"
"8188"	"Frag: Wo kann ich einen Haarföhn kaufen?"	"8188.wav"	"where can i buy a hairdryer"	"where can i buy a hairdryer*z"	"correct"	"correct"
"8189"	"Frag: 4 Tickets nach London"	"8189.wav"	"four tickets to london please"	"four tickets to london please"	"correct"	"correct"
"8190"	"Sag: Ich möchte um 14 Uhr morgen abreisen"	"8190.wav"	"i want i want leave at two pm"	"i i would oder* i want i want leave at two pm"	"incorrect"	"incorrect"
"8191"	"Sag: Ich möchte um 14 Uhr morgen abreisen"	"8191.wav"	"i want to leave at two o'clock"	"i want to leave at two o'clock"	"incorrect"	"incorrect"
"8193"	"Sag: Ich bin aus England"	"8193.wav"	"i am from england"	"i am from england"	"correct"	"correct"
"8194"	"Frag: 5 Tickets nach London"	"8194.wav"	"five tickets to london"	"five tickets to london"	"correct"	"correct"
"8195"	"Sag: Ich möchte am Donnerstagnachmittag abreisen"	"8195.wav"	"i want to leave at thursday afternoon"	"i want to leave at thursday afternoon"	"incorrect"	"correct"
"8196"	"Sag: Ich heisse Paolo"	"8196.wav"	"my name is paula paolo"	"my name is paula paolo"	"correct"	"correct"
"8198"	"Frag: Zimmer für 7 Nächte"	"8198.wav"	"could i have a room for seven nights"	"could i have a room for seven nights"	"correct"	"correct"
"8199"	"Frag: Doppelzimmer"	"8199.wav"	"could i have a double room"	"could i have a double room"	"correct"	"correct"
"8200"	"Frag: Doppelzimmer"	"8200.wav"	"could i have a double room"	"could i have a double room"	"correct"	"correct"
"8202"	"Frag: Gibt es eine Hotelbar?"	"8202.wav"	"do you have a hotel bar"	"do you have a hotel*z bar"	"correct"	"correct"
"8204"	"Frag: Zimmer für 3 Nächte"	"8204.wav"	"could i have a room for three nights"	"could i have a room for three nights"	"correct"	"correct"
"8206"	"Sag: Ich möchte mit Mastercard bezahlen"	"8206.wav"	"i would like to ha pay with mastercard"	"i would like to ha pay with the mastercard"	"correct"	"correct"
"8207"	"Frag: Gibt es einen Coiffeur?"	"8207.wav"	"do you have a hairdresser"	"do you have a hairdresser"	"correct"	"correct"
"8208"	"Frag: Gibt es einen Coiffeur?"	"8208.wav"	"have you got a hairdresser"	"have you got a hairdresser"	"correct"	"correct"
"8210"	"Frag: Wo ist der Coiffeur?"	"8210.wav"	"where is the hairdresser"	"where is the hairdresser"	"correct"	"correct"
"8211"	"Frag: 3 Tickets nach London"	"8211.wav"	"i would like three tickets for london"	"i would like three tickets for london"	"correct"	"correct"
"8212"	"Frag: 3 Tickets nach London"	"8212.wav"	"i would like three tickets to london"	"i would like three tickets to london"	"correct"	"correct"
"8213"	"Sag: Ich möchte morgen abreisen"	"8213.wav"	"i would like to leave tomorrow"	"i would like to leave tomorrow"	"correct"	"correct"
"8215"	"Sag: Ich bin aus England"	"8215.wav"	"i'm from england"	"i'm from england"	"correct"	"correct"
"8216"	"Sag: Ich heisse Janet"	"8216.wav"	"my name is jeanette"	"my name is jeanette"	"incorrect"	"incorrect"
"8217"	"Sag: Ich bin aus Australien"	"8217.wav"	"i'm from australia"	"i'm from australia"	"correct"	"correct"
"8218"	"Sag: Ich bin aus Australien"	"8218.wav"	"i am from australia"	"i am from australia*z"	"correct"	"correct"
"8220"	"Sag: Ich möchte mit Postkarte bezahlen"	"8220.wav"	"i would like to pay with the post card"	"i would like to pay with the post card"	"incorrect"	"correct"
"8222"	"Sag: Ich möchte mit Schweizer Franken bezahlen"	"8222.wav"	"i would like to pay with swiss francs"	"i would like to pay with swiss francs"	"correct"	"correct"
"8223"	"Sag: Ich möchte mit Schweizer Franken bezahlen"	"8223.wav"	"can i pay with swiss francs"	"can i pay with swiss francs"	"correct"	"correct"
"8225"	"Sag: Ich habe keine Reservation"	"8225.wav"	"i don't have a reservation"	"i don't have a reservation"	"correct"	"correct"
"8228"	"Frag: Zimmer für 3 Nächte"	"8228.wav"	"i would like a room for three nights"	"i would like a room for three nights"	"correct"	"correct"
"8229"	"Frag: Einzelzimmer"	"8229.wav"	"i would like a single room"	"i would like a single room"	"correct"	"correct"
"8230"	"Sag: Ich möchte mit Postkarte bezahlen"	"8230.wav"	"i would like to pay with the post card"	"i would like to pay with the post card"	"incorrect"	"correct"
"8231"	"Sag: Ich möchte mit Euros bezahlen"	"8231.wav"	"i would like to pay with euros"	"i would like to pay with euros"	"correct"	"correct"
"8233"	"Frag: 6 Tickets nach London"	"8233.wav"	"could i have six tickets to london"	"could i have six tickets to london"	"correct"	"correct"
"8234"	"Sag: Ich möchte am Montagnachmittag abreisen"	"8234.wav"	"i would like to leave on monday afternoon"	"i would like to leave on monday afternoon"	"correct"	"correct"
"8235"	"Frag: Wie viel kostet es?"	"8235.wav"	"how much does it cost"	"how much does it cost"	"correct"	"correct"
"8236"	"Frag: billigeres Ticket"	"8236.wav"	"is there a cheaper dis ticket"	"is there a cheaper dis*a ticket"	"correct"	"correct"
"8238"	"Sag: Das ist okay"	"8238.wav"	"that's okay"	"that's okay"	"correct"	"correct"
"8239"	"Sag: Ich heisse Michelle"	"8239.wav"	"my name is michelle"	"my name is michelle"	"correct"	"correct"
"8240"	"Sag: Ich bin aus Spanien"	"8240.wav"	"i'm from spain"	"i'm from spain"	"correct"	"correct"
"8241"	"Sag: Ich heisse Sarah"	"8241.wav"	"my name is sarah"	"my name is sarah"	"correct"	"correct"
"8243"	"Sag: Ich bin aus Amerika"	"8243.wav"	"i'm from america"	"i'm from america"	"correct"	"correct"
"8244"	"Frag: ein Ticket nach Notting Hill"	"8244.wav"	"could i have a ticket to notting hill"	"could i have a ticket to nothing hill"	"correct"	"correct"
"8245"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"8245.wav"	"i would like to pay with the credit card"	"i would like to pay with the credit card"	"incorrect"	"correct"
"8247"	"Sag: Ich habe nur grosse Noten"	"8247.wav"	"i only have large bills"	"i only have large bills"	"correct"	"correct"
"8249"	"Sag: Kann ich mit Kreditkarte bezahlen"	"8249.wav"	"can i pay with the credit card"	"could i pay with the credit card"	"incorrect"	"correct"
"8251"	"Frag: 1 Musical-Ticket"	"8251.wav"	"could i have one musical ticket"	"could i have one musical ticket"	"correct"	"correct"
"8252"	"Frag: ein Ticket für Mittwochabend"	"8252.wav"	"could i have a ticket for wednesday evening"	"could i have a ticket for wednesday evening"	"correct"	"correct"
"8253"	"Frag: ein Ticket für Billy Elliot"	"8253.wav"	"could i have a ticket for billy elliot"	"could i have a ticket for billy elliot"	"correct"	"correct"
"8255"	"Frag: ein Ticket für Billy Elliot"	"8255.wav"	"i want one ticket for billy elliot"	"i want one ticket for billy elliot"	"correct"	"correct"
"8256"	"Sag: Ich möchte in der Mitte sitzen"	"8256.wav"	"i would like to sit in the middle"	"i would like to sit in the middle"	"correct"	"correct"
"8257"	"Frag: Tickets für die National Gallery"	"8257.wav"	"could i have tickets for the national gallery"	"could i have tickets for the national gallery"	"correct"	"correct"
"8258"	"Frag: 4 Tickets"	"8258.wav"	"could i have four tickets"	"could i have four tickets"	"correct"	"correct"
"8260"	"Frag: einen Orangensaft"	"8260.wav"	"i would like an orange juice"	"i would like an orange juice"	"correct"	"correct"
"8261"	"Frag: den Sonntagsbraten"	"8261.wav"	"i would like the sunday roast"	"i would like the sunday roast"	"correct"	"correct"
"8262"	"Frag: meinen Sonntagsbraten rare"	"8262.wav"	"i would like my sunday roast rare"	"i would like my sunday roast rare"	"correct"	"correct"
"8263"	"Frag: etwas Kartoffelstock"	"8263.wav"	"could i have some mashed mashed potato"	"could i have some mashed*z mashed potato"	"correct"	"correct"
"8265"	"Frag: Ich möchte die Dessertkarte"	"8265.wav"	"the dessert menu please"	"the dessert menu please"	"correct"	"correct"
"8266"	"Frag: Trifle"	"8266.wav"	"i would like the trifle"	"i would like the trifle*z"	"correct"	"correct"
"8267"	"Frag: Ich möchte die Rechnung"	"8267.wav"	"i would like the check"	"i would like the check"	"correct"	"correct"
"8268"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"8268.wav"	"i would like to pay with the credit card"	"i would like to pay with the credit card"	"incorrect"	"correct"
"8270"	"Frag: Wo ist Piccadilly Circus?"	"8270.wav"	"where is the piccadilly circus"	"where is the piccadilly*z circus"	"incorrect"	"correct"
"8271"	"Frag: Welcher Bus fährt dorthin?"	"8271.wav"	"which bus should i take"	"which bus should i take"	"correct"	"correct"
"8273"	"Sag: Mir geht es gut"	"8273.wav"	"i'm good"	"i'm good"	"correct"	"correct"
"8274"	"Frag: Stiefel"	"8274.wav"	"could i have some boots"	"could i have some boots"	"correct"	"correct"
"8276"	"Frag: blaue Stiefel"	"8276.wav"	"i would like blue boots"	"i would like blue boots"	"correct"	"correct"
"8277"	"Frag: blaue Stiefel"	"8277.wav"	"could i have blue boots"	"could i have blue boots"	"correct"	"correct"
"8278"	"Frag: Zimmer für 4 Nächte"	"8278.wav"	"i would like a room for four nights"	"i would like a room for four nigh*a nights*z"	"correct"	"correct"
"8281"	"Sag: Ich möchte mit Visa bezahlen"	"8281.wav"	"can i pay with visa"	"can i pay with visa*z visa"	"correct"	"correct"
"8283"	"Frag: Wo ist der Lift?"	"8283.wav"	"where is the lift"	"wo*v ist*v der*v lift"	"incorrect"	"incorrect"
"8284"	"Frag: ein Ticket nach London"	"8284.wav"	"i want one ticket to london"	"i want*z one ticket to london"	"correct"	"correct"
"8285"	"Sag: Ich möchte nächste Woche abreisen"	"8285.wav"	"i want to leave to leave next week"	"i want*z to leave*z to leave next week"	"correct"	"correct"
"8286"	"Sag: Ich möchte nächste Woche abreisen"	"8286.wav"	"i would like to leave next week"	"i would*z like to leave next week"	"correct"	"correct"
"8288"	"Sag: Ich bin aus Spanien"	"8288.wav"	"i coming <unk>"	"i coming aus*v spänien*v"	"incorrect"	"incorrect"
"8289"	"Sag: Ich bin aus Spanien"	"8289.wav"	"i'm from spain"	"i'm from spain"	"correct"	"correct"
"8290"	"Sag: Ich heisse Thomas"	"8290.wav"	"my name is thomas"	"my name is thomas"	"correct"	"correct"
"8291"	"Sag: Ich bin aus Frankreich"	"8291.wav"	"i'm from franklin's not buy francs night"	"i'm from frankreich*v frankreich*v frankreich*v"	"incorrect"	"incorrect"
"8293"	"Sag: Die Hauptstadt von Frankreich ist Paris"	"8293.wav"	"the kip the capital of france is paris"	"the kip the capital*z of france is paris*z"	"correct"	"correct"
"8294"	"Sag: Ich habe 1 Schwester"	"8294.wav"	"i have one sister"	"i have*z one sister*z"	"correct"	"correct"
"8295"	"Sag: Ich gehe in die Ferien"	"8295.wav"	"i going on is berlin"	"i going on the ferien*v"	"incorrect"	"incorrect"
"8296"	"Sag: Dies ist mein Pass"	"8296.wav"	"this is my pass"	"this is my pass"	"incorrect"	"incorrect"
"8299"	"Sag: Ich möchte mit Postkarte bezahlen"	"8299.wav"	"i would like to pay by post card"	"i would*z like to pl*a pay by post card"	"correct"	"correct"
"8300"	"Sag: Ich möchte mit Postkarte bezahlen"	"8300.wav"	"i would like pay by post card"	"i would*z like pay by post card"	"incorrect"	"correct"
"8302"	"Frag: 4 Musical-Tickets"	"8302.wav"	"i would like to buy four musical tickets"	"i would*z like to buy*z four musical tickets"	"correct"	"correct"
"8303"	"Sag: Ich möchte am Donnerstagabend gehen"	"8303.wav"	"i would like to go on thursday evening"	"i would like to go on thursday evening*z"	"correct"	"correct"
"8305"	"Sag: Ich möchte in der vierten Reihe sitzen"	"8305.wav"	"i would like to sit in the fourth row"	"i would like to sit in the fourth row*z"	"correct"	"correct"
"8306"	"Frag: Tickets für die National Gallery"	"8306.wav"	"i would like tickets for the national gallery"	"i would l*a like tickets for the national gallery*z"	"correct"	"correct"
"8307"	"Frag: 3 Tickets"	"8307.wav"	"i would like three tickets"	"i would*z like three tickets"	"correct"	"correct"
"8308"	"Frag: ein Wasser ohne Kohlensäure"	"8308.wav"	"i would like a still water"	"i would like a still water*z"	"correct"	"correct"
"8310"	"Frag: meinen Sonntagsbraten durchgebraten"	"8310.wav"	"i would like my sunday row roast well done"	"i would*z like my sunday ro*a roast well*z done*z"	"correct"	"correct"
"8311"	"Frag: Bohnen"	"8311.wav"	"i would like some beans"	"i would*z like some beans"	"correct"	"correct"
"8312"	"Frag: Ich möchte die Dessertkarte"	"8312.wav"	"the dessert menu please"	"the dessert menu please"	"correct"	"correct"
"8313"	"Frag: Scones"	"8313.wav"	"i would like the scones"	"i would*z like the scones"	"correct"	"correct"
"8315"	"Sag: Ich möchte mit Visa bezahlen"	"8315.wav"	"can i pay with visa"	"can i pay visa"	"incorrect"	"correct"
"8316"	"Frag: Wo ist das British Museum?"	"8316.wav"	"who is the british museum"	"wo*v is the british museum*z"	"incorrect"	"incorrect"
"8317"	"Frag: Wo ist das London Eye?"	"8317.wav"	"who is the london eye"	"wo*z is the london*z eye*z"	"incorrect"	"incorrect"
"8318"	"Frag: Wo ist das London Eye?"	"8318.wav"	"where is the london eye"	"where is the london*z eye*z"	"correct"	"correct"
"8320"	"Sag: Big Ben ist neben den Houses of Parliament"	"8320.wav"	"big ben is next to house the houses of parliament"	"big ben is the next to house the house of parliam*a"	"incorrect"	"correct"
"8321"	"Sag: Mir geht es gut"	"8321.wav"	"i'm good"	"i am good"	"correct"	"correct"
"8322"	"Frag: Stiefel"	"8322.wav"	"can i tee shirt"	"can i stiefel*v"	"incorrect"	"incorrect"
"8323"	"Frag: Stiefel"	"8323.wav"	"i would like some boots"	"i* would*z like some*z boots*z"	"incorrect"	"correct"
"8325"	"Frag: Grösse 37"	"8325.wav"	"thirty-seven"	"thirty*z seven"	"correct"	"correct"
"8326"	"Frag: ein Hemd"	"8326.wav"	"can i please a m"	"can i please a hemd*v"	"incorrect"	"incorrect"
"8327"	"Frag: ein Hemd"	"8327.wav"	"i want a shirt"	"i want*z a shirt"	"correct"	"correct"
"8328"	"Frag: ein rotes Hemd"	"8328.wav"	"the red shirt"	"the red sh*a shirt"	"incorrect"	"incorrect"
"8330"	"Frag: eine L"	"8330.wav"	"i'm a large"	"i'm a large"	"correct"	"correct"
"8331"	"Frag: Wie viel kostet das Hemd?"	"8331.wav"	"how much is the shirt"	"how much is the shirt"	"correct"	"correct"
"8332"	"Sag: Dies ist zu teuer"	"8332.wav"	"it is too expensive"	"it's is too e*a expensive"	"correct"	"correct"
"8351"	"Frag: Zimmer für 1 Woche"	"8351.wav"	"i want a room for one week"	"i want*z a room for one week*z"	"correct"	"correct"
"8353"	"Sag: Ich möchte mit Postkarte bezahlen"	"8353.wav"	"i would like to pay by post card"	"i would*z like to pay by post card"	"correct"	"correct"
"8354"	"Frag: Gibt es ein Hotelrestaurant?"	"8354.wav"	"is there a hotel restaurant"	"is there a hotel restaurant"	"correct"	"correct"
"8355"	"Frag: Wo ist das Hotelrestaurant?"	"8355.wav"	"where is the hotel restaurant"	"there is there hotel restaurant"	"incorrect"	"incorrect"
"8356"	"Frag: Wo ist das Hotelrestaurant?"	"8356.wav"	"where is the hotel restaurant"	"where*z is the hotel restaurant"	"correct"	"correct"
"8358"	"Frag: 3 Tickets für morgen Abend"	"8358.wav"	"i want three tickets for tomorrow night"	"i want*z three tickets for tomorrow night*z"	"correct"	"correct"
"8359"	"Frag: 3 Tickets für Wicked"	"8359.wav"	"i want three tickets for the wight"	"i want*z three tickets for the wicked*z"	"incorrect"	"incorrect"
"8361"	"Frag: 3 Tickets für Wicked"	"8361.wav"	"i want three tickets for wicked"	"i want three tickets for wicked*z"	"correct"	"correct"
"8362"	"Sag: Ich möchte in der ersten Reihe sitzen"	"8362.wav"	"i want to sit in the first row"	"i want*z to sit*z in the first row*z"	"correct"	"correct"
"8364"	"Frag: 2 Tickets"	"8364.wav"	"can i have two tickets"	"can i have two tickets"	"correct"	"correct"
"8365"	"Frag: 2 Tickets"	"8365.wav"	"can i have two tickets"	"can i have two tickets"	"correct"	"correct"
"8366"	"Frag: einen Tee"	"8366.wav"	"i would like a"	"i would like a tee*v"	"incorrect"	"incorrect"
"8367"	"Frag: ein Steak"	"8367.wav"	"i want the steak"	"i want*z the steak"	"correct"	"correct"
"8369"	"Frag: Erbsen"	"8369.wav"	"i would like some peas"	"i would*z like some peas"	"correct"	"correct"
"8370"	"Frag: Ich möchte die Dessertkarte"	"8370.wav"	"the dessert menu please"	"the desert menu please"	"correct"	"correct"
"8374"	"Frag: Zimmer für 5 Nächte"	"8374.wav"	"i want to stay for five nights"	"i want to stay for five nights"	"correct"	"correct"
"8375"	"Frag: Doppelzimmer"	"8375.wav"	"double room"	"double room"	"correct"	"correct"
"8377"	"Frag: Gibt es ein Hotelrestaurant?"	"8377.wav"	"is there a hotel restaurant"	"is there a hotel restaurant*z"	"incorrect"	"correct"
"8378"	"Frag: Wo ist das Hotelrestaurant?"	"8378.wav"	"where is the hotel restaurant"	"where is the hotel restaurant*z"	"correct"	"correct"
"8380"	"Frag: Zimmer für 1 Woche"	"8380.wav"	"i want to i want a room for two weeks"	"i want to euh i want a room for two weeks"	"incorrect"	"incorrect"
"8381"	"Sag: Ich möchte mit Dollars bezahlen"	"8381.wav"	"i would like to pay with dollars"	"i would like to pay with dollars"	"correct"	"correct"
"8383"	"Frag: Gibt es einen Lift?"	"8383.wav"	"is there a lift"	"is there a lift"	"correct"	"correct"
"8384"	"Frag: Gibt es einen Lift?"	"8384.wav"	"is there a lift"	"is there a lift"	"correct"	"correct"
"8385"	"Frag: Gibt es ein Fitnessstudio?"	"8385.wav"	"is there a gym"	"is there a gym*z"	"correct"	"correct"
"8386"	"Frag: Wo ist das Fitnessstudio?"	"8386.wav"	"where is the gym"	"where is the gym*z"	"correct"	"correct"
"8388"	"Frag: Wo ist der Coiffeur?"	"8388.wav"	"where is the hairdresser"	"where is the hairdresser"	"correct"	"correct"
"8389"	"Frag: Zimmer für 3 Nächte"	"8389.wav"	"can i have a room for three nights"	"can i have a room for three nights"	"correct"	"correct"
"8390"	"Frag: Gibt es einen Coiffeur?"	"8390.wav"	"is there a hairdresser"	"is there a hairdresser"	"correct"	"correct"
"8391"	"Frag: Wo ist der Coiffeur?"	"8391.wav"	"where is the hairdresser"	"where is the hairdresser"	"correct"	"correct"
"8396"	"Sag: Ich möchte mit Visa bezahlen"	"8396.wav"	"can i pay with visa"	"can i pay with visa"	"correct"	"correct"
"8397"	"Sag: Ich möchte mit Visa bezahlen"	"8397.wav"	"can i pay with visa"	"can i pay with visa"	"correct"	"correct"
"8398"	"Frag: Einzelzimmer"	"8398.wav"	"i would like a single room please"	"i would like a single room please"	"correct"	"correct"
"8399"	"Frag: Einzelzimmer"	"8399.wav"	"i would like a single room please"	"i would like a single room please"	"correct"	"correct"
"8401"	"Frag: Gibt es einen Lift?"	"8401.wav"	"is there a lift"	"is there a lift"	"correct"	"correct"
"8402"	"Frag: Gibt es einen Lift?"	"8402.wav"	"is there a lift"	"is there a lift"	"correct"	"correct"
"8403"	"Frag: Wo ist der Lift?"	"8403.wav"	"where is the lift"	"where is the lift"	"correct"	"correct"
"8404"	"Frag: Wo ist der Lift?"	"8404.wav"	"where is the lift"	"where is the lift"	"correct"	"correct"
"8406"	"Frag: ein Steak"	"8406.wav"	"i would like the steak"	"i would like the steak*z"	"correct"	"correct"
"8407"	"Frag: mein Steak durchgebraten"	"8407.wav"	"i would like my steak medium"	"i would like my steak*z medium"	"incorrect"	"incorrect"
"8408"	"Frag: mein Steak durchgebraten"	"8408.wav"	"i would like my steak well done"	"i would like my steak well done"	"correct"	"correct"
"8409"	"Frag: einen Baked Potato"	"8409.wav"	"i would like a baked tomato"	"i would liked a baked tomato"	"incorrect"	"incorrect"
"8411"	"Frag: Himbeersorbet"	"8411.wav"	"i would like the raspberry sorbet"	"i would like the raspberry sorbet"	"correct"	"correct"
"8413"	"Sag: Ich möchte mit Visa bezahlen"	"8413.wav"	"can i pay with visa"	"can i pay with visa*z"	"correct"	"correct"
"8414"	"Sag: Ich möchte mit Visa bezahlen"	"8414.wav"	"can i pay with visa"	"can i pay with visa"	"correct"	"correct"
"8415"	"Sag: Ich möchte mit Visa bezahlen"	"8415.wav"	"can i pay with visa"	"can i pay with visa"	"correct"	"correct"
"8417"	"Frag: die Tagessuppe"	"8417.wav"	"i would like the day soup"	"i would like the day soup"	"incorrect"	"incorrect"
"8418"	"Frag: die Tagessuppe"	"8418.wav"	"i would like the soup of the day"	"i would like the soup of the day"	"correct"	"correct"
"8419"	"Frag: Ich möchte die Dessertkarte"	"8419.wav"	"can i see the dessert menu"	"can i see the dessert menu"	"correct"	"correct"
"8420"	"Frag: Trifle"	"8420.wav"	"i would like the trifle"	"i would like the trifle*z"	"correct"	"correct"
"8422"	"Frag: Ich möchte die Rechnung"	"8422.wav"	"i would like the check"	"i would like the check"	"correct"	"correct"
"8424"	"Frag: Bohnen"	"8424.wav"	"i would like beans"	"i would like beans"	"correct"	"correct"
"8425"	"Frag: Ich möchte die Dessertkarte"	"8425.wav"	"can i see the dessert menu"	"can i see the dessert menu"	"correct"	"correct"
"8430"	"Sag: Ich möchte mit Dollars bezahlen"	"8430.wav"	"ok i want to pay with dollars"	"ok i want to pay with dollars"	"correct"	"correct"
"8432"	"Frag: Gibt es einen Lebensmittelladen?"	"8432.wav"	"is there a supermarket"	"is there a supermarket"	"correct"	"correct"
"8433"	"Frag: Gibt es einen Lebensmittelladen?"	"8433.wav"	"have you got a supermarket"	"have you got a supermarket"	"correct"	"correct"
"8434"	"Frag: Gibt es einen Lebensmittelladen?"	"8434.wav"	"is there a grocery store"	"is there a grocery*z store"	"correct"	"correct"
"8435"	"Frag: ein Ticket nach London"	"8435.wav"	"can i have a ticket to london"	"can i have a ticket to london"	"correct"	"correct"
"8437"	"Frag: Einzelzimmer"	"8437.wav"	"a room for five"	"a room for five"	"incorrect"	"incorrect"
"8439"	"Frag: Einzelzimmer"	"8439.wav"	"a single room"	"a single room"	"correct"	"correct"
"8440"	"Frag: Gibt es eine Hotelbar?"	"8440.wav"	"is there a hotel bar"	"is there a hotel bar"	"correct"	"correct"
"8441"	"Frag: Wo ist die Hotelbar?"	"8441.wav"	"where is the hotel bar"	"where is the hotel bar"	"correct"	"correct"
